         16155665 function calls (14811753 primitive calls) in 120.086 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/preparation/data_preparation.py:13(__init__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2244(get_values)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/series.py:1415(_set_values)
       21    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/base_feature.py:112(get_feature_config)
       72    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
     1272    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numpy/core/multiarray.py:1080(copyto)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/fiona/env.py:520(runtime)
       59    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:726(__call__)
     1162    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x1151c3600}
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/fnmatch.py:19(fnmatch)
       48    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_compiler.py:243(_optimize_charset)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/netrc.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/cookies.py:35(__init__)
      314    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/geodataframe.py:1621(_constructor_sliced)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/scenario/scenarios.py:17(__init__)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/geopandas/array.py:1134(astype)
      433    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/scenario/scenarios.py:4(__init__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/shapely/coords.py:57(xy)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/attr/_make.py:1522(_make_eq)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/feature_factory.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/tabula_type.py:12(__init__)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/hvac_type.py:9(__init__)
      126    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/shapely/geometry/base.py:932(geoms)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/fnmatch.py:64(fnmatchcase)
      234    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexing.py:161(iloc)
       14    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/reshape/concat.py:494(_clean_keys_and_objs)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
       16    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       22    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:5598(<genexpr>)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexers/utils.py:290(length_of_indexer)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/gross_floor_area.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/census_id.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/urllib3/connectionpool.py:177(__init__)
      745    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/usage.py:8(__init__)
       70    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/frame.py:1047(shape)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/fnmatch.py:38(_compile_pattern)
       39    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/fiona/env.py:244(credentialize)
       15    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:1534(blk_func)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/blocks.py:398(reduce)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/fiona/collection.py:296(crs)
       77    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/client.py:1292(putheader)
      573    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/blocks.py:2481(_slice)
       26    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexing.py:974(_is_nested_tuple_indexer)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/n_floor.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/tot_area_per_cens_id.py:8(__init__)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/contextlib.py:616(close)
       79    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/contextlib.py:132(__enter__)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/utils.py:345(to_key_val_list)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/groupby/grouper.py:744(_group_index)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/attr/_make.py:2390(evolve)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/net_leased_area.py:4(__init__)
     1285    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      313    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:176(append)
      295    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexes/multi.py:1571(_get_names)
      419    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/dtypes/common.py:126(_classes_and_not_datetimelike)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/requests/structures.py:76(copy)
      124    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/feature_helpers/volume.py:78(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/preparation/read_data/data_integration.py:7(__init__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/reshape/merge.py:1192(_create_join_index)
       14    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/reshape/concat.py:480(_get_ndims)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexes/base.py:3602(difference)
       37    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:98(closegroup)
       14    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexes/api.py:318(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/features_collection/features/year_of_construction.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/groupby/groupby.py:3337(first)
      124    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 <frozen os>:200(makedirs)
      283    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:1267(__hash__)
       30    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
      133    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1485(current_thread)
      314    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       37    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexing.py:1667(_validate_integer)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/array_algos/putmask.py:129(setitem_datetimelike_compat)
      129    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/ops/missing.py:131(dispatch_fill_zeros)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numpy/lib/nanfunctions.py:236(nanmin)
        1    0.000    0.000    0.000    0.000 /Users/saeidzolfaghari/PycharmProjects/Automatic_Scenario_creation/model_extraction/preparation/data_cleaning/clean_null.py:8(__init__)
      394    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/nanops.py:209(_maybe_get_mask)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/copy.py:61(copy)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/base.py:235(round)
       16    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:1771(_is_label_reference)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexes/multi.py:2768(_raise_if_missing)
      188    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexing.py:1165(_check_deprecated_callable_usage)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/generic.py:6831(infer_objects)
       13    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexes/base.py:3565(_wrap_intersection_result)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/groupby/generic.py:1953(_gotitem)
       14    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexes/base.py:3439(_wrap_setop_result)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/urllib/request.py:2674(getproxies_macosx_sysconf)
       14    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/reshape/concat.py:545(_get_sample_object)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/indexes/base.py:5651(identical)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/pandas/core/internals/blocks.py:1524(where)
